author,content,stat_time,thumbs_up
出门太难,"最近心情不好，特别郁闷，所以经常不知不觉喝多了。这不，一个人去街上溜达溜达，竟然鬼使神差的把人家的豆腐摊子给撞翻了。,老板揪着我就想打，被他来帮忙收摊的闺女拦住了，说我老大不小的了，咋还像个毛头小伙子一样莽撞，是不是受刺激了？,看着女孩姣好的面容，我一见钟情。梦里寻他千百度，蓦然回首，那人却在街上卖豆腐！,于是我编了个苦情戏，说就因为我拿不出三十万彩礼钱，女友就被她父母强行嫁给别人了。我在绝望之下，就想出来碰碰运气，看看有什么人愿意做好事，把我打 死算了！因为我自己下不了手啊！……,看着我一把鼻涕一把眼泪的表演，老板信以为真，夸我情深义重，当场表示不要我赔钱了，还要拉我去他家喝酒，说打算把闺女许配给我……,我还没来得及高兴呢。女孩已经翻脸了，大声说:爸，你难道不知道我有洁癖？！别人用过的东西再好我也不要，更不要说是一个残 次 品了！！……,卧槽！劳资也是两个肩膀夹个脑袋，双手双脚都在，怎么就成残 次 品了？？？","
2020-07-29 06:00
",1228
吃了两碗又盛,"媳妇听别人说吃叶黄素可以缓解眼疲劳，想给我买点，但是她没记清楚，回来就问:我给你买点叶绿素吃你要不要？,笑死我了，吃了叶绿素我还能光合作用咋滴？","
2020-08-08 06:31
",1077
璃白°,"中午开个专题会，没吃到饭，上司看到这情况，给她熟悉的速食点打电话：帮我送一份烧鹅饭给我们部门的美女。,因为午休期间，老板拎着烧鹅饭，在门口望了一圈办公室，一个走到坐位前小声问：美女，这是你定的烧鹅饭么？一直到最后一个才问到我。。。","
2020-08-11 05:43
",1471
.该用户已注销,"带外甥女出去玩，她吵着要喝饮料，给她钱她给自己买了瓶果粒橙，给我买了瓶可乐。,我接过来刚拧开，我去！顿时一股可乐涌了出来，我刚要喝，这时直接喷我一身，顿时我洁白的裙子变成了咖啡色。,我瞪着外甥女，希望她给我一个合理的解释，她无辜的说:电视里说的喝前摇一摇啊？这小家伙，人家说的果粒橙，啥时候说摇可乐了。","
2020-08-08 08:18
",1117
浪子党丶,前阵子骑电动车接女朋友下班，她飞得要搭我，骑在半路的时候还突然下雨了，无聊我就在后面唱起了往后余生，女朋友也跟着唱了起来，唱着唱着旁边的宝马车大哥打开了车窗幽幽的对我俩说：你们真浪漫。我正笑着准备回答，他又说：真想轧死你俩,"
2020-08-01 17:52
",2152
快乐糗百人,晚上出去闲逛消饭，保养！有热闹看，回去有点晚。路上还遇上故知，热情洋溢，拉上一起夜宵去。到家快1点了。门开着？再看老公在家，正睡床上。这傻老爷们，跟我说晚十一点不回家，就开门睡。哈哈哈哈，还真开门睡，老娘睡意都乐没了。,"
2020-08-21 21:45
",1108
精灵不次饭～,"老妈打电话来，语气郁闷说太热了，家里得再买个空调。那我去买，买好后我也没事，就跟送货的一起回了家，到家后我说安装师傅下午来，老妈就说你可以走了。,啊？我中饭都没吃呢！我房间有空调了，我今天不走。我妈白眼一翻：“吃啥子吃快走！老娘烦着呢。这两天我跟你爸吵架分房了，那空调是给他用的！”","
2020-08-05 09:58
",1309
老是困不着,那些七夕出租自己的，别傻了好嘛，平时免费都没人要，现在还收起上钱了？,"
2020-08-25 08:21
",1176
小恩的老公8,"那年初三，最后一节课，我们依依不舍的，静静的等班主任上完这一课，然后各奔东西！,班主任红着双眼哭着对我们说，你们是我教的最好的一届，谢谢你们！本来我想再多教几年，就可以退休了，现在肯定不行了，自从教了你们这一届，我才知人真的可以活活被气死……,我们一下子蒙了，我们都是乖宝宝啊，学习成绩也都好啊！,这时，老师又发飙了，本来好好的带你们一个差生班，我也乐得清闲！现在一下子成绩超过了尖子班，全级第一！校里还决定，往后的几个尖子班全让我带，工作量压得我喘不过气来，你们说气人不？……","
2020-07-25 10:05
",2770
就算有记忆,"老丈人以前是开出租车的，后来就给一个老板开车去了。,那天晚上老丈人开出租车在外面拉客，正好遇到那个老板开着法拉利488把他超了。,老丈人非常不服气，一踩油门就追了上去。,然后俩人飚了二十分钟，最后撞了！,老板下车后抽了一口烟，对老丈人说：我的车不用你赔，你来给我当司机吧，开着一辆破桑塔纳能跑赢法拉利488，你也是个人才！","
2020-08-13 17:15
",1125
出门太难,"有一天晚上，我在村里老学校旁边的我哥家看他们打牌。十一点多的时候，觉得内急，就去老学校的厕所里蹲坑。,正拉得痛快呢，就听有人念叨着：出门经，出门经，出门头顶观世音。南有南海黑煞神，北有北海大将军……,一边念叨，一边战战兢兢的向厕所走来。,我听出是村里最胆小的狗子，就想吓唬他一下，学着电视里的鬼 叫声哇的怪叫一声。狗子吓得叫一声：妈呀，有鬼！！……连滚带爬的跑了。,我笑得前仰后合，乐不可支。这下子杯具了！没注意脚下蹬滑了，往后就倒，手忙脚乱之下，右手直接插进了坑槽里不说，身子还侧着卡在了里面……,如果不是狗子跑到我哥家说厕所里有不干净的东西，他们一起来看，那天晚上我就成了历史上第一个被熏死了的男人了！！","
2020-08-09 07:43
",1131
歌歌哒f,"方言，我们那对没有下过崽的动物有个别称，比如母鸡没有抱小鸡前喊“紫鸡”，没有下崽前的母猪喊“吉猪”，羊喊“紫羊”……,而我发小正好也叫子洋，小时候觉得他这名字挺好听的，坏就坏在他结婚那天喊我小叔做了主持，,那天我小叔拉着我发小的和新娘的手，对我发小道：过了今天你就不再是“紫羊”了，,新娘一听迷惑的问了声“那他是谁”，我小叔：他结婚生娃后就是母羊了……","
2020-08-03 07:01
",994
金失&金华,"胡子长的太快，我基本一天刮一次…,刚刚又在刮，闺女说:爸，你三个孔的刮胡刀，和二郎神的三尖两刃刀真像！,我不由心花怒放:没错，这其实不是三孔刮胡刀，而是三尖两刃刀！而我就是二郎神转世！,女儿纳闷:可二郎神没胡子，爸爸你毛好长！该不会是他身边的哮天犬变的吧？","
2020-07-27 07:20
",1895
一脸，美人痣。,"来工地实习第三天我被开除了。,原因是：昨天下午在才收面完成的混凝土表面,写了XX(经理名字)是个傻B！ ,后来准备擦掉，水泥凝固了。 ,经理说解雇我不是因为我骂了他，,而是业务不熟练，,水泥凝固的时间都算不准！,反正他是这么说的。","
2020-08-01 09:02
",1118
春雨中,和糗友们说个糗事，大家别见笑啊。今天有些郁闷事，赌气喝了五口酒，酒醉后，翻遍通讯录，却找不到一个可以说说心里话的人。大家说，够不够糗？,"
2020-08-15 18:56
",1245
忧郁的创可贴,"婚后回娘家做客，因为对象喝酒过量的事，我和对象吵起来了，我爸做了和事佬，我气得先回​家了。,后面我爸爸坚持要送我对象​回家，然后亲自交到我手里，再三嘱咐我们:不可以吵架打架!,我对象迷瞪蹬的道:你放心，爸爸，我不打女人。我爸爸眉头一皱: 我是担心她打你，她以前学校散打队的。。。","
2020-08-12 07:10
",1773
卖火柴的小妮子,"公司仓库外发数量不准，导致一万多块钱的加工费扯不清楚，上司知道后，没经过我同意，直接开了一张通告负激励我1000/直接责任人2000。,我直接冲进她办公室咆哮：为什么罚那么重也不和我商量下？,她一把把我领子抓住：你是不是混矮骡子混蒙了，等到审计部出手，那是3000的问题么，我这是先下手堵他们的嘴啊。。。。。","
2020-08-17 07:17
",1466
出门太难,"下班回来，女友正躺在沙发上玩手机，饭也没做。我又累又饿，可是我也不敢骂她呀，忍着气说：把充电器给我用一下。,女友从头边摸到充电器，递给我的时候，随口问：你要充电啊？,我忍不住回了一句：你以为我要上吊啊？,这货竟然来了精神，一轱辘坐起来，说：上吊，这好像不够用吧？！,然后，她套上拖鞋跑出去，把以前拴狗的狗链子提进来，哗的一声扔在我面前：用这个，可能还差不多！！​","
2020-07-25 06:49
",2394
天热打鼓球,"那天老婆不在家，我打扫卫生时，在床底下发现有个纸箱，打开后居然是我以前的日记本，有个本子里居然还夹着初恋送我的一缕秀发。,想起年少轻狂的青葱岁月，不由得感慨万千。,万万没想到，接个电话的功夫，儿子淘气把那缕秀发拿去玩，后不知所终。,把我气得揍了他一顿：你知道吗？这是老爸最重要的东西。,一天后，和老婆正聊天，儿子兴冲冲的跑过来，手上拿着一缕头发，高兴的喊着：老爸，你最重要的东西，找到啦！","
2020-08-23 10:09
",1840
聊天不撩妹子,"儿子开学就读高三了，可是他满不在呼，游戏照玩，懒觉照睡。。。,他妈急的不行，天天找他谈话。。。,这不早上他还在睡觉，老婆又拉我去找他谈心了！,老婆拉起儿子跟他说：跃儿，还不起来看书，你要考不大学，恐怕连老婆都找不到，就得跟你爸爸一样，干啥啥不成，窝窝囊囊过一辈子了！,儿子头也没抬道：妈你真是更年期了，老爸怎么能是窝窝囊囊呢！没点本事，初中没毕业都能找到你这个大学生，以此类推我都高中了，怎么也能找个研究生吧。,我：臭小子！长本事了，敢跟妈妈还嘴了，欠揍是吧。。。。","
2020-08-20 14:01
",1828
坏小孩cium,"回娘家，和堂姐表姐喝的迷迷糊糊的，我喝不过她们，借脲遁出来果园子散散酒。。。,        听到嘤嘤嘤声，看到堂侄儿在栗子树下哭，我问他怎么了，他说遥控飞机卡在树梢上了，我迷糊的抬头一看还有点高。,        我大包大揽拍拍胸膛，安慰他:别怕，姑姑在，你就放心吧，离远点，一会飞机掉下来砸到你。,        我往后退十步，往前冲到树下，抬起一脚用力踹树干上，遥控飞机和满树的毛刺栗子如暴雨梨花针一样落下来，扎的我千疮百孔加哀嚎连连。。。,       ,       ,         ​","
2020-09-05 06:27
",1438
-小门神~,"单位购置了一批陶瓷当作福利，我挑了个纯白色陶瓷罐，准备拿回家装猪油！,担心别人乱动我的，特意用记号笔在上面写着自己大名！,后来我和领导一起回家，前方发现小舅子正在公jiao车站低头玩手机，,小舅子喜欢夺人所好，于是我将罐子拜托领导保管，转身躲到车站后面！,领导继续走着，小舅子发现了喊道:领导，今天咋就你一个，我姐夫呢？,领导支支吾吾，小舅子盯着领导手中纯白色陶瓷罐，上面还写着我大名，,他如遭雷击，声音颤抖道:不…不可能，我姐夫早上还好好的[捂嘴]……","
2020-08-22 07:04
",2534
图图的耳朵会动耶,"和老公去超市买东西，储物柜都放满了，就把东西放在入口处，招呼保安大哥帮忙看下。买完东西我在买单，老公就先出去了，给我发消息说在楼下大厅等我，我买完单去找入口处找东西，发现东西不见了，忙给老公打电话，边打电话边问保安大哥有没有看到那个白色袋子，保安大哥大声说：白色的袋子？我想起来了，是个又胖又丑的老头，我当时就觉得那老头不是好人！,我急了，跟老公说了下情况，电话没挂，就跟保安吵起来了，保安也急了，说要带我去看监控，我忙跟电话那边的老公说，让他过来下，陪我去看监控，老公回道：别去了，东西我拿下来了，那保安说我又胖又丑的老头，我气不过，就寻思着让你骂他几句，好样的，媳妇！","
2020-08-10 09:29
",1075
